iter	RMSE
668	38.211432
669	38.19910389
670	38.19357701
671	38.19180647
672	38.18313858
673	38.17491713
674	38.16688249
675	38.15463216
676	38.14703699
677	38.13694271
678	38.12364715
679	38.11912525
680	38.10999102
681	38.10583402
682	38.1003229
683	38.09528758
684	38.08951187
685	38.07790001
686	38.0740297
687	38.03935584
688	38.03349875
689	38.02935676
690	38.02258291
691	38.00996339
692	37.99474512
693	37.98543448
694	37.97445625
695	37.96902216
696	37.95301349
697	37.94540536
698	37.94233056
699	37.92815228
700	37.92257601
701	37.91177844
702	37.90487948
703	37.89733628
704	37.88303212
705	37.87594048
706	37.86668067
707	37.85780089
708	37.85145177
709	37.83901029
710	37.83410194
711	37.8281053
712	37.81367106
713	37.80895675
714	37.79787879
715	37.78795902
716	37.78184892
717	37.77322165
718	37.77096443
719	37.76291653
720	37.75840102
721	37.75272904
722	37.73737515
723	37.72317365
724	37.714455
725	37.70206958
726	37.696419
727	37.69209199
728	37.68492311
729	37.6766766
730	37.66931018
731	37.65337869
732	37.63339403
733	37.6290536
734	37.61741531
735	37.59848652
736	37.58393885
737	37.56406143
738	37.55337408
739	37.53193251
740	37.52629869
741	37.52222502
742	37.50934271
743	37.50261861
744	37.48857365
745	37.47656604
746	37.46872989
747	37.46356176
748	37.45428001
749	37.44580224
750	37.43877982
751	37.43004921
752	37.42493838
753	37.42102881
754	37.40784033
755	37.4027095
756	37.39783089
757	37.39338369
758	37.38980663
759	37.38477683
760	37.37827961
761	37.36367316
762	37.35025442
763	37.34204386
764	37.32809696
765	37.31803715
766	37.30832842
767	37.30489019
768	37.29922179
769	37.28624095
770	37.28329923
771	37.27023222
772	37.2683794
773	37.25979288
774	37.25637666
775	37.25179064
776	37.24370391
777	37.23720427
778	37.22941367
779	37.22676995
780	37.2183638
781	37.19997118
782	37.19855767
783	37.19078332
784	37.18594718
785	37.1777851
786	37.16949822
787	37.16208274
788	37.15604392
789	37.14744689
790	37.14029637
791	37.12744009
792	37.11012516
793	37.10040922
794	37.09624145
795	37.08370556
796	37.0786781
797	37.07266346
798	37.0693944
799	37.06542975
800	37.05481844
801	37.03797216
802	37.02526482
803	37.01709566
804	37.00218823
805	36.9903289
806	36.98237656
807	36.97098191
808	36.96616884
809	36.95658884
810	36.94887195
811	36.92942773
812	36.9158402
813	36.91086728
814	36.89450781
815	36.88947045
816	36.88027644
817	36.87458569
818	36.86735025
819	36.86234314
820	36.85798843
821	36.85281068
822	36.85036875
823	36.84002653
824	36.8158569
825	36.81347098
826	36.812378
827	36.80767149
828	36.80346853
829	36.79949925
830	36.79548841
831	36.78962942
832	36.77194834
833	36.76317065
834	36.74734855
835	36.74504218
836	36.73930089
837	36.73220956
838	36.72487696
839	36.71649175
840	36.69626924
841	36.69031801
842	36.6839423
843	36.6798425
844	36.66994363
845	36.66130526
846	36.65765293
847	36.64708966
848	36.63726407
849	36.62737564
850	36.61488342
851	36.605232
852	36.60236777
853	36.59454982
854	36.59231167
855	36.57455023
856	36.56359593
857	36.5553703
858	36.54543559
859	36.53994474
860	36.53450184
861	36.52445152
862	36.51269131
863	36.50618886
864	36.50051479
865	36.49534448
866	36.4835491
867	36.47050282
868	36.4567682
869	36.44054981
870	36.43483235
871	36.4240507
872	36.41685727
873	36.40660265
874	36.39679584
875	36.38517353
876	36.3763109
877	36.36950534
878	36.36443037
879	36.35907422
880	36.3460256
881	36.34018561
882	36.33430087
883	36.32549685
884	36.32217153
885	36.3113519
886	36.30578359
887	36.30290332
888	36.2957715
889	36.28579476
890	36.27801821
891	36.27588397
892	36.27328506
893	36.27153197
894	36.2564476
895	36.25162786
896	36.23704591
897	36.23115508
898	36.2294961
899	36.21539986
900	36.21108474
901	36.20560564
902	36.19752207
903	36.19225836
904	36.18818366
905	36.17992349
906	36.16932691
907	36.16563126
908	36.160305
909	36.14974085
910	36.14691664
911	36.14296427
912	36.1390348
913	36.12957026
914	36.11717907
915	36.10764838
916	36.10298731
917	36.10138749
918	36.09363153
919	36.09096723
920	36.08246464
921	36.07922227
922	36.07265328
923	36.06814727
924	36.06334805
925	36.05485718
926	36.04406048
927	36.03516095
928	36.01862256
929	36.01360516
930	36.00069363
931	35.99123831
932	35.97948122
933	35.97254659
934	35.97032766
935	35.95664486
936	35.94621845
937	35.94031959
938	35.93782756
939	35.93629297
940	35.93229416
941	35.92548262
942	35.91764456
943	35.91009674
944	35.90084253
945	35.89414499
946	35.88860322
947	35.88335799
948	35.87774114
949	35.86503132
950	35.85707709
951	35.85269203
952	35.84461675
953	35.83568461
954	35.82840088
955	35.82635296
956	35.81774187
957	35.81576624
958	35.81386049
959	35.80115126
960	35.79407561
961	35.78648216
962	35.77817439
963	35.77016117
964	35.76243119
965	35.75914706
966	35.74752319
967	35.73424817
968	35.72311705
969	35.70880879
970	35.70156347
971	35.6982809
972	35.69081053
973	35.68776668
974	35.68353647
975	35.67199307
976	35.66080561
977	35.65086057
978	35.64369488
979	35.63701068
980	35.63065783
981	35.62345277
982	35.6171554
983	35.61019308
984	35.60842368
985	35.60106384
986	35.59043152
987	35.58371056
988	35.57487771
989	35.56189334
990	35.55131103
991	35.53813623
992	35.53754691
993	35.53032543
994	35.52298845
995	35.511517
996	35.50982344
997	35.50386723
998	35.49599148
999	35.48719524
